Source,Target,Label
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.reducer.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-types.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-types.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.saga.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-creators.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.saga.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-types.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-branches/store/client-branches.action-types.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/__tests__/client-info-section-addresses.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/client-info-section-addresses.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/client-info-section-addresses.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/client-info-section-addresses.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/client-info-section-addresses.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/client-info-section-addresses.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-contacts/client-info-section-contacts.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-contacts/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-contacts/client-info-section-contacts.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-contacts/client-info-section-contacts.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-addresses/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-contacts/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-contacts/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-fields/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-fields/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-requisites/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-requisites/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-fields/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-fields/client-info-section-fields.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-fields/client-info-section-fields.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-requisites/client-info-section-requisites.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-requisites/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-requisites/client-info-section-requisites.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-requisites/client-info-section-requisites.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/helpers/__tests__/formatInfoSectionFieldValue.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/helpers/formatInfoSectionFieldValue.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/helpers/formatInfoSectionFieldValue.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-content/client-info-section-content.container.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/client-info-section-skeleton.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/client-info-section-skeleton.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/client-info-section-skeleton.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/client-info-section-skeleton.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/client-info-section-skeleton.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/client-info-section-skeleton.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/skeleton-item.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/skeleton-item.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/__tests__/skeleton-row-long-component.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/skeleton-row-long.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/skeleton-row-long.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/skeleton-row-long.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-long/skeleton-row-long.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/__tests__/skeleton-row-with-two-columns.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/skeleton-row-with-two-columns.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/skeleton-row-with-two-columns.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/skeleton-row-with-two-columns.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/skeleton-row-with-two-columns.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-row-with-two-columns/skeleton-row-with-two-columns.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-item/index.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/__tests__/skeleton-subtitle.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/skeleton-subtitle.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/skeleton-subtitle.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/skeleton-subtitle.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-skeleton/skeleton-subtitle/skeleton-subtitle.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/__tests__/client-info-section-subtitle.test.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/client-info-section-subtitle.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/client-info-section-subtitle.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/index.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/client-info-section-subtitle.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section-subtitle/client-info-section-subtitle.component.js"
"client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section.container.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section.component.js","client-tabs/client-tab-content/client-info-tab/client-info-section/client-info-section.component.js"
"client-tabs/client-tab-content/client-info-tab/consts/fieldValues.consts.js","client-tabs/client-tab-content/client-info-tab/consts/accountType.consts.js","client-tabs/client-tab-content/client-info-tab/consts/accountType.consts.js"
"client-tabs/client-tab-content/client-info-tab/consts/fieldValues.consts.js","client-tabs/client-tab-content/client-info-tab/consts/extendedStatus.consts.js","client-tabs/client-tab-content/client-info-tab/consts/extendedStatus.consts.js"
"client-tabs/client-tab-content/client-info-tab/consts/fieldValues.consts.js","client-tabs/client-tab-content/client-info-tab/consts/orgType.consts.js","client-tabs/client-tab-content/client-info-tab/consts/orgType.consts.js"
"client-tabs/client-tab-content/client-info-tab/consts/fieldValues.consts.js","client-tabs/client-tab-content/client-info-tab/consts/source.consts.js","client-tabs/client-tab-content/client-info-tab/consts/source.consts.js"
"client-tabs/client-tab-content/client-info-tab/index.js","client-tabs/client-tab-content/client-info-tab/client-info-tab.component.js","client-tabs/client-tab-content/client-info-tab/client-info-tab.component.js"
"client-tabs/helpers/format-value-by-id.helper.js","client-tabs/helpers/format-value-by-id.const.js","client-tabs/helpers/format-value-by-id.const.js"
"edit-client-info-button/edit-client-info-button.container.js","edit-client-info-button/edit-client-info-button.component.js","edit-client-info-button/edit-client-info-button.component.js"
"services/updateOrganizationStatus.service.js","../../../modules/Clients/domains/clients/services/client/client.endpoints.js","../../../modules/Clients/domains/clients/services/client/client.endpoints.js"
